製品大カテゴリ,製品中カテゴリ,製品カテゴリページURL（=製品中カテゴリページ）,製品名,製品ページURL,企業名,企業サイトURL,企業担当者（無いこともある）,企業電話番号,企業住所
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Elcometer 309 Delta T Hygrometer,https://www.wlw.de/de/firma/elcometer-instruments-gmbh-304195/produkte/elcometer-309-delta-t-hygrometer-20487359,Elcometer Instruments GmbH,http://www.elcometer.de/?utm_source=wlw,,+497361528060,"Ulmer Strasse 68, DE-73431 Aalen"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Elcometer 308 Hygrometer,https://www.wlw.de/de/firma/elcometer-instruments-gmbh-304195/produkte/elcometer-308-hygrometer-20487353,Elcometer Instruments GmbH,http://www.elcometer.de/?utm_source=wlw,,+497361528060,"Ulmer Strasse 68, DE-73431 Aalen"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Manometer,https://www.wlw.de/de/firma/ahrendt-industriearmaturen-ek-1923209/produkte/manometer-28622873,Ahrendt Industriearmaturen e.K,https://www.ahrendt-armaturen.de/,,+4951419789101,"Vorbruch 1, DE-29227 Celle"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Manometer Absperrventile,https://www.wlw.de/de/firma/topa-gmbh-439532/produkte/manometer-absperrventile-21352686,TOPA GmbH,http://www.topa.de/?utm_source=wlw,Bernd Duschek,+498805922890,"Frauenwaldstrasse 11, DE-82383 Hohenpeißenberg"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,MANOMETER,https://www.wlw.de/de/firma/mikro-mess-gmbh-435174/produkte/manometer-27206348,MIKRO-MESS-GMBH,http://www.mikro-mess.de/,Dipl. Ing. (FH) Nils Varchmin,+4951368809908,"Am Südende 15, DE-31275 Lehrte"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Messtechnik: Manometer,https://www.wlw.de/de/firma/hesch-industrietechnik-gmbh-420059/produkte/messtechnik-manometer-33446964,HESCH Industrietechnik GmbH,http://www.hesch.com/,Jürgen Herberich,+49911952150,"Magazinstrasse 79-81, DE-90763 Fürth"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,MESSBAR MBHT501V2 Luftqualitäts-Messgerät und CO2-Ampel für Tisch und Wand inkl. Netzteil,https://www.wlw.de/de/firma/messbar-dipling-ralph-rulle-ek-1728496/produkte/messbar-mbht501v2-luftqualitaets-messgeraet-und-co2-ampel-fuer-tisch-und-wand-inkl-netzteil-33392660,MESSBAR - Dipl.Ing. Ralph Rulle e.K.,http://www.messbar.de/,Ralph Rulle,+498106397800,"Michael-Halsbeck-Str. 26, DE-85640 Putzbrunn"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Schwingungsisolierende Lagerplatte für Labor- und Messgeräte,https://www.wlw.de/de/firma/isoloc-schwingungstechnik-gmbh-330112/produkte/schwingungsisolierende-lagerplatte-fuer-labor-und-messgeraete-24490415,isoloc Schwingungstechnik GmbH,http://www.isoloc.de/?utm_source=wlw,,+49711697600,"Motorstrasse 64, DE-70499 Stuttgart"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,CO²-Messgerät NF-1306,https://www.wlw.de/de/firma/novoflow-gmbh-1644629/produkte/co-messgeraet-nf-1306-33358125,Novoflow GmbH,https://www.novoflow.com/?https%3A%2F%2Fwww.novoflow.com%2F,,+499090701150,"Nelkenweg 10, DE-86641 Rain"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,"Aranet4 CO2-Ampel für Büro und Schule, CO2-Messgeräte",https://www.wlw.de/de/firma/bmc-solutions-gmbh-367907/produkte/aranet4-co2-ampel-fuer-buero-und-schule-co2-messgeraete-27247861,BMC Solutions GmbH,http://www.bmc.de/,,+49898006940,"Boschstrasse 12, DE-82178 Puchheim"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,RFM 900 Digitalrefraktometer,https://www.wlw.de/de/firma/winopal-forschungsbedarf-gmbh-491778/produkte/rfm-900-digitalrefraktometer-1064524,Winopal Forschungsbedarf GmbH,http://www.winopal.com/,,+4950689999010,"Bahnhofstrasse 42, DE-31008 Elze"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Refraktometer,https://www.wlw.de/de/firma/aaagiler-gmbh-1864451/produkte/refraktometer-30777994,AAAgiler GmbH,https://www.dede-industrieausstattung.de/,,+4961517863833,"Heinrich-Hertz-Strasse 6, DE-64295 Darmstadt"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Refraktometer,https://www.wlw.de/de/firma/hanna-instruments-deutschland-gmbh-1782911/produkte/refraktometer-32387648,Hanna Instruments Deutschland GmbH,http://www.hannainst.de/?Spektralphotometer,,+4973063579100,"An der Alten Ziegelei 7, DE-89269 Vöhringen"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Refraktometer - Bestimmung des Brechungsindex,https://www.wlw.de/de/firma/mettler-toledo-deutschland-gmbh-614959/produkte/refraktometer-bestimmung-des-brechungsindex-5554390,Mettler-Toledo (Deutschland) GmbH,https://www.mt.com/de/de/home.html?Tracking-wlw.de,,+49641507444,"Ockerweg 3, DE-35396 Gießen"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Verstellbare Bauwinkel,https://www.wlw.de/de/firma/rabo-rbormann-sohn-inh-dirk-bormann-911587/produkte/verstellbare-bauwinkel-33422966,rabo R.Bormann & Sohn  Inh. Dirk Bormann,http://www.rabo-bormann.de,,+493516520930,"Dorfstrasse 11, DE-01734 Rabenau-Lübau"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Winkelmesser,https://www.wlw.de/de/firma/goertz-messwerkzeuge-gmbh-1293059/produkte/winkelmesser-33543023,Görtz Messwerkzeuge GmbH,http://www.goertz-messwerkzeuge.de/,,+49202471009,"Nachtigallenweg 10, DE-42349 Wuppertal"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,"Universal-Winkelmesser-Satz, 4 x 90°, 150 mm / 200 mm / 300 mm",https://www.wlw.de/de/firma/vogel-germany-gmbh-co-kg-480600/produkte/universal-winkelmesser-satz-4-x-90-150-mm-200-mm-300-mm-33471065,Vogel Germany GmbH & Co KG,http://www.vogel-germany.de/,,+49283292390,"Ossenpaß 4, DE-47623 Kevelaer"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Lineal mit Lupe/Winkelmesser,https://www.wlw.de/de/firma/gerhardts-neuheiten-inh-hans-peter-gerhardt-545117/produkte/lineal-mit-lupewinkelmesser-19551318,Gerhardt's-Neuheiten Inh. Hans-Peter Gerhardt,http://www.krokofix.de/?https%3A%2F%2Fkrokofix.promoweb.shop%2F,,+4966741367,"Hönebacher Strasse 39, DE-36266 Heringen"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Bügelmessschrauben DIGITAL und ANALOG,https://www.wlw.de/de/firma/hitec-messtechnik-gmbh-1591387/produkte/buegelmessschrauben-digital-und-analog-9148831,HITEC Messtechnik GmbH,https://www.hitec-messtechnik.com/,,+4979409319380,"Salzstrasse 25, DE-74676 Niedernhall"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Digitale Bügelmessschraube IP65,https://www.wlw.de/de/firma/asimeto-germany-gmbh-1683061/produkte/digitale-buegelmessschraube-ip65-7660795,ASIMETO Germany GmbH,http://www.asimeto.de/,,+497947943990,"Salzstrasse 25, DE-74676 Niedernhall"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Halter für Bügelmessschraube,https://www.wlw.de/de/firma/ksm-preisser-inhaber-diethardt-preisser-1826546/produkte/halter-fuer-buegelmessschraube-21375894,KSM-PREISSER Inhaber: Diethardt Preißer,https://www.ksm-preisser.de/,,+4975749499004,"Reutlinger Strasse 27, DE-72501 Gammertingen"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Bügelmessschr. DIGI-MET 0- 25mm Preisser,https://www.wlw.de/de/firma/h-seybold-gmbh-co-kg-464537/produkte/buegelmessschr-digi-met-0-25mm-preisser-14423641,H. Seybold GmbH & Co. KG,http://www.seybold-dueren.de/,,+49242169050,"Dr.-Christian-Seybold-Strasse 4, DE-52349 Düren"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,UV VIS Spektrometer - UV VIS Spektroskopie,https://www.wlw.de/de/firma/mettler-toledo-deutschland-gmbh-614959/produkte/uv-vis-spektrometer-uv-vis-spektroskopie-5521891,Mettler-Toledo (Deutschland) GmbH,https://www.mt.com/de/de/home.html?Tracking-wlw.de,,+49641507444,"Ockerweg 3, DE-35396 Gießen"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,NIR-Labor-Spektrometer,https://www.wlw.de/de/firma/nir-concept-gmbh-1511134/produkte/nir-labor-spektrometer-33523301,nir-concept GmbH,http://www.nir-concept.de/,,+492018485020,"Katernberger Strasse 107, DE-45327 Essen"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,FT-IR Spektrometer,https://www.wlw.de/de/firma/bruker-axs-gmbh-567261/produkte/ft-ir-spektrometer-33473568,Bruker AXS GmbH,https://www.bruker.com/de/products/x-ray-diffraction-and-elemental-analysis/about-bruker-axs.html,,+49721509970,"Östliche Rheinbrückenstrasse 49, DE-76187 Karlsruhe"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,UPRTek -Spektrometer/Kolorimeter MK350S-Premium inkl. WING-Karte,https://www.wlw.de/de/firma/asmetec-gmbh-1436239/produkte/uprtek-spektrometerkolorimeter-mk350s-premium-inkl-wing-karte-24652430,ASMETEC GmbH,http://www.asmetec-shop.de/,,+496352750680,"Carl-Benz-Strasse 4, DE-67292 Kirchheimbolanden"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Weißlicht-Interferometer zur absoluten Abstandsmessung mit Subnanometer-Genauigkeit,https://www.wlw.de/de/firma/micro-epsilon-messtechnik-gmbh-co-kg-270655/produkte/weisslicht-interferometer-zur-absoluten-abstandsmessung-mit-subnanometer-genauigkeit-26815158,Micro-Epsilon Messtechnik GmbH & Co. KG,http://www.micro-epsilon.de/?utm_source=wlw,,+4985421680,"Königbacher Strasse 15, DE-94496 Ortenburg"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Interferometer zur Messung der Oberflächen- und Wellenfrontdeformation,https://www.wlw.de/de/firma/trioptics-berlin-gmbh-1008638/produkte/interferometer-zur-messung-der-oberflaechen-und-wellenfrontdeformation-33486757,TRIOPTICS Berlin GmbH,http://www.trioptics-berlin.com/,,+493063923456,"Schwarzschildstrasse 12, DE-12489 Berlin"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Laser-Interferometer,https://www.wlw.de/de/firma/jenaer-messtechnik-gmbh-578809/produkte/laser-interferometer-33454657,Jenaer Meßtechnik GmbH,http://www.jenaer-mt.de,,+493641642978,"Carl-Zeiss-Promenade 10, DE-07745 Jena"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,6″ Interferometer,https://www.wlw.de/de/firma/lt-ultra-precision-technology-gmbh-554281/produkte/6-interferometer-10036093,LT Ultra Precision Technology GmbH,https://www.lt-ultra.com/?https%3A%2F%2Fwww.lt-ultra.com%2F,,+497552405990,"Wiesenstrasse 9, DE-88634 Herdwangen-Schönach"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Hydrostatische Füllstandssonde LMP 307i,https://www.wlw.de/de/firma/bd-sensors-gmbh-444086/produkte/hydrostatische-fuellstandssonde-lmp-307i-31468060,BD SENSORS GmbH,http://www.bdsensors.ky.to/bdsensors.de,Vertrieb D-A-CH,+49923598110,"BD-Sensors-Str. 1, DE-95199 Thierstein"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Hydrostatischer Füllstandssensor LMP 331i,https://www.wlw.de/de/firma/bd-sensors-gmbh-444086/produkte/hydrostatischer-fuellstandssensor-lmp-331i-29069872,BD SENSORS GmbH,http://www.bdsensors.ky.to/bdsensors.de,Vertrieb D-A-CH,+49923598110,"BD-Sensors-Str. 1, DE-95199 Thierstein"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,MBA888 wartungsfreie Füllstandmessung,https://www.wlw.de/de/firma/mba-instruments-gmbh-1669363/produkte/mba888-wartungsfreie-fuellstandmessung-10739032,MBA Instruments GmbH,http://www.mba-instruments.de/,,+4941061238880,"Friedrich-List-Strasse 3-7, DE-25451 Quickborn"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,NivoGuide® - NG 3000 - TDR geführtes Radar für Solids,https://www.wlw.de/de/firma/uwt-gmbh-348997/produkte/nivoguide-ng-3000-tdr-gefuehrtes-radar-fuer-solids-25109564,UWT GmbH,https://www.uwtgroup.com/?https%3A%2F%2Fwww.uwtgroup.com%2Fde%2F%3Futm_source=wlw&utm_medium=referral&utm_campaign=products-general&utm_co,Kevin Walter,+498315712326,"Westendstrasse 5, DE-87488 Betzigau"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,C.A 6522 Isolationsprüfer,https://www.wlw.de/de/firma/ics-schneider-messtechnik-gmbh-546904/produkte/ca-6522-isolationspruefer-33438598,ICS SCHNEIDER MESSTECHNIK GmbH,http://www.ics-schneider.de/?https%3A%2F%2Fwww.ics-schneider.de%2F,,+493303504066,"Briesestrasse 59, DE-16562 Hohen Neuendorf/OT Bergfelde"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,Industrielle Überwachung mit Isolationswächter,https://www.wlw.de/de/firma/senseca-germany-gmbh-1756011/produkte/industrielle-ueberwachung-mit-isolationswaechter-33419386,Senseca Germany GmbH,http://www.ghm-group.de/?https%3A%2F%2Fghm-messtechnik.de%2F%3Futm_source=wlw&utm_medium=wlw&utm_campaign=products,Thomas Vorwerk,+49219196720,"Tenter Weg 2-8, DE-42897 Remscheid"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,HT Instruments M70 Isolationsmessgerät,https://www.wlw.de/de/firma/ics-schneider-messtechnik-gmbh-546904/produkte/ht-instruments-m70-isolationsmessgeraet-2329161,ICS SCHNEIDER MESSTECHNIK GmbH,http://www.ics-schneider.de/?https%3A%2F%2Fwww.ics-schneider.de%2F,,+493303504066,"Briesestrasse 59, DE-16562 Hohen Neuendorf/OT Bergfelde"
Mess- und Labortechnik,Mess- und Prüftechnik,https://www.wlw.de/de/hubs/mess-und-prueftechnik,"HT Instruments 7052, programmierbarer digitaler Isolationstester bis 10kV DC",https://www.wlw.de/de/firma/ics-schneider-messtechnik-gmbh-546904/produkte/ht-instruments-7052-programmierbarer-digitaler-isolationstester-bis-10kv-dc-14647562,ICS SCHNEIDER MESSTECHNIK GmbH,http://www.ics-schneider.de/?https%3A%2F%2Fwww.ics-schneider.de%2F,,+493303504066,"Briesestrasse 59, DE-16562 Hohen Neuendorf/OT Bergfelde"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Edelstahl beizen,https://www.wlw.de/de/firma/adelmann-gmbh-1062912/produkte/edelstahl-beizen-33449890,Adelmann GmbH,http://www.adelmann.net/,,+497854983390,"Wilhelm-Leonhard-Strasse 5, DE-77694 Kehl"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Elektropolieren von Edelstahl,https://www.wlw.de/de/firma/adelmann-gmbh-1062912/produkte/elektropolieren-von-edelstahl-33449889,Adelmann GmbH,http://www.adelmann.net/,,+497854983390,"Wilhelm-Leonhard-Strasse 5, DE-77694 Kehl"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Pumpen aus Edelstahl Hygiene-Druckluftmembranpumpe  1935-2004 /EC,https://www.wlw.de/de/firma/viptech-gmbh-1771869/produkte/pumpen-aus-edelstahl-hygiene-druckluftmembranpumpe-1935-2004-ec-27012735,VIPTech GmbH,https://www.pumpenagent.de/,Ralf Zimmermann,+497022948735,"Lessingstrasse 12, DE-72663 Großbettlingen"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Rohrbiegearbeiten für Edelstahl,https://www.wlw.de/de/firma/jud-gmbh-co-kg-298849/produkte/rohrbiegearbeiten-fuer-edelstahl-33413374,Jud GmbH & Co. KG,http://www.jud-gmbh.de/,Jörg Sommer   (Key Account Vertrieb),+4971519891166,"Lange Äcker 5, DE-71336 Waiblingen"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Silber,https://www.wlw.de/de/firma/tradium-gmbh-588070/produkte/silber-25197661,TRADIUM GmbH,http://www.tradium.com/,Philipp Götzl-Mamba,+49695050250236,"Gerauer Strasse 18, DE-60528 Frankfurt"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Slider Elektronische Feuerzeuge Silber,https://www.wlw.de/de/firma/gerhardts-neuheiten-inh-hans-peter-gerhardt-545117/produkte/slider-elektronische-feuerzeuge-silber-18416023,Gerhardt's-Neuheiten Inh. Hans-Peter Gerhardt,http://www.krokofix.de/?https%3A%2F%2Fkrokofix.promoweb.shop%2F,,+4966741367,"Hönebacher Strasse 39, DE-36266 Heringen"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Gold-Sparplan - Silber-Sparplan,https://www.wlw.de/de/firma/guenter-ohnheiser-1699698/produkte/gold-sparplan-silber-sparplan-33515508,Günter Ohnheiser,http://silber-gold-verkauf.de/,,+4993212680501,"Steigweg 24, DE-97318 Kitzingen"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Ohrring 925 Silber,https://www.wlw.de/de/firma/rudolf-neumann-gmbh-co-kg-483474/produkte/ohrring-925-silber-26768243,Rudolf Neumann GmbH & Co. KG,https://www.neumann-clasps.com/?utm_source=wlw,Hans Kutter,+49834162080,"Darrestrasse 9, DE-87600 Kaufbeuren"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Messingankauf,https://www.wlw.de/de/firma/ne-metallhandel-gmbh-co-kg-964288/produkte/messingankauf-33449275,NE-Metallhandel GmbH & Co. KG,http://www.ne-metallhandel.com/?https%3A%2F%2Fwww.ne-metallhandel.com%2F,,+495246931163,"Zur Alten Wiese 30, DE-33415 Verl"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,CNC-Drehteile aus Messing,https://www.wlw.de/de/firma/wilhelm-meier-spindeln-und-drehteile-gmbh-co-kg-463520/produkte/cnc-drehteile-aus-messing-26877086,Wilhelm Meier Spindeln und Drehteile GmbH + Co KG,https://www.wilhelm-meier-online.de/?utm_source=wlw,Ulrich Poppensieker,+49573153090,"Eidinghausener Strasse 182, DE-32549 Bad Oeynhausen"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Drehteile aus Messing,https://www.wlw.de/de/firma/a7-praezisionsteile-ek-20009163/produkte/drehteile-aus-messing-32195536,A7 Präzisionsteile e.K.,http://www.a7-pt.de/,Martin Vogel,+4973717369,"Friedhofstrasse 6, DE-88499 Heiligkreuztal"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Messing Coil,https://www.wlw.de/de/firma/alcu-metall-gmbh-1916111/produkte/messing-coil-33442777,Alcu-Metall GmbH,http://www.alcu-metall.de/,Siyar Sicak,+4942989310876,"Zur alten Wörpe, Nummer 4, DE-28865 Lilienthal"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Kupfer,https://www.wlw.de/de/firma/thyssenkrupp-schulte-gmbh-zweigniederlassung-eisenmetall-stuttgart-1667970/produkte/kupfer-33410893,"thyssenkrupp Schulte GmbH, Zweigniederlassung Eisenmetall, Stuttgart",http://www.eisenmetall.de/?https%3A%2F%2Fwww.thyssenkrupp-schulte.de%2Fde%2Feisenmetall,,+4971193220,"Am Ostkai 15-17, DE-70327 Stuttgart"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,"Bogen aus Aluminium, Kupfer und Kupfer-Nickel",https://www.wlw.de/de/firma/jakob-huelsen-gmbh-cokg-277589/produkte/bogen-aus-aluminium-kupfer-und-kupfer-nickel-33445526,Jakob Hülsen GmbH & Co.KG,http://www.huelsen.de/,,+492151993280,"Maysweg 14, DE-47918 Tönisvorst"
Werkstoffe und Halbzeuge,Metall und Metallerzeugnisse,https://www.wlw.de/de/hubs/metall-und-metallerzeugnisse,Kupfer Raff,https://www.wlw.de/de/firma/marler-schrotthandel-by-euromet-rec-gmbh-20017789/produkte/kupfer-raff-33443529,Marler Schrotthandel by EuroMet-Rec GmbH,https://www.marler-schrotthandel.de,Denis Frank,+491732088944,"Daimlerstr. 4, DE-45770 Marl"
